cell1_z,cell1_uu,cell2_z,cell2_uu,cell3_z,cell3_uu,cell4_z,cell4_uu,cell5_z,cell5_uu,cell6_z,cell6_uu,cell7_z,cell7_uu,cell8_z,cell8_uu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01851851851851852,3.043842562144504e-07,0.01639344262295082,1.272194302385326e-06,0.01612903225806452,1.693499306557736e-06,0.07142857142857142,1.289225343224463e-06,0.01694915254237288,5.706278720749585e-08,0.01639344262295082,5.182834602977427e-09,0.01724137931034483,1.656841809756529e-07,0.01639344262295082,1.23193392511295e-08
0.03703703703703703,1.955885002581271e-06,0.03278688524590164,1.38750960319509e-05,0.03225806451612903,5.676951148823563e-06,0.1428571428571428,3.668552575666127e-06,0.03389830508474576,5.631820815007468e-07,0.03278688524590164,1.728443480871228e-08,0.03448275862068965,9.58156939245137e-07,0.03278688524590164,9.010350820154323e-08
0.05555555555555555,5.197296340843753e-06,0.04918032786885246,4.114052329328773e-05,0.04838709677419355,1.349676489551519e-05,0.2142857142857143,8.44775717896799e-06,0.05084745762711865,1.765916751191859e-06,0.04918032786885246,3.731412920560919e-08,0.05172413793103448,4.691569258423975e-06,0.04918032786885246,2.769585478323619e-07
0.07407407407407407,9.435787886907453e-06,0.06557377049180328,4.080355130602838e-05,0.06451612903225806,2.459249255414e-05,0.2857142857142857,1.021611600951447e-05,0.06779661016949153,2.650602338902123e-06,0.06557377049180328,1.168002197482153e-07,0.06896551724137931,1.187815634222316e-05,0.06557377049180328,8.970677632026354e-07
0.09259259259259259,2.211222668239227e-05,0.08196721311475411,4.628926623866303e-05,0.08064516129032258,4.083794542310383e-05,0.3571428571428571,1.666669398214651e-05,0.0847457627118644,3.839224517519503e-06,0.08196721311475411,2.57713137670929e-07,0.08620689655172414,2.474044591381954e-05,0.08196721311475411,1.984691335478497e-06
0.1111111111111111,2.765811333898579e-05,0.09836065573770492,5.150033499668813e-05,0.09677419354838709,4.636693851627898e-05,0.4285714285714285,1.05216445302946e-05,0.1016949152542373,3.676344343287384e-06,0.09836065573770492,9.053580718695175e-07,0.103448275862069,4.580588602525626e-05,0.09836065573770492,3.061454962652506e-06
0.1296296296296296,4.147970991717623e-05,0.1147540983606557,5.09383289636074e-05,0.1129032258064516,5.299508654454107e-05,0.5,1.033261290751843e-05,0.1186440677966102,4.420144059073753e-06,0.1147540983606557,1.988568291402343e-06,0.1206896551724138,7.114348049499981e-05,0.1147540983606557,4.338375052750959e-06
0.1481481481481481,4.74506495182294e-05,0.1311475409836066,5.188585651977017e-05,0.1290322580645161,5.060098148118471e-05,0.5714285714285714,1.284809186009589e-05,0.1355932203389831,4.221778701619157e-06,0.1311475409836066,3.662757998965805e-06,0.1379310344827586,0.0001026632926219253,0.1311475409836066,4.749730432448875e-06
0.1666666666666667,6.163835721187974e-05,0.1475409836065574,4.488334842411262e-05,0.1451612903225806,5.144667201721078e-05,0.6428571428571428,1.989283198880668e-05,0.1525423728813559,5.667348196119352e-06,0.1475409836065574,6.281520204048806e-06,0.1551724137931035,0.000128765816542891,0.1475409836065574,5.507608215937558e-06
0.1851851851851852,7.982672397256742e-05,0.1639344262295082,4.924569917832984e-05,0.1612903225806452,5.266744585976884e-05,0.7142857142857142,2.453293551834582e-05,0.1694915254237288,7.436287566497033e-06,0.1639344262295082,8.487733174854602e-06,0.1724137931034483,0.0001664245114162192,0.1639344262295082,5.781997292789028e-06
0.2037037037037037,0.0001009626228203545,0.180327868852459,5.520836456055316e-05,0.1774193548387097,5.648782473948536e-05,0.7857142857142857,3.976884096405949e-05,0.1864406779661017,1.157399230865628e-05,0.180327868852459,1.19353661757951e-05,0.1896551724137931,0.0001665722441927382,0.180327868852459,7.08021122397084e-06
0.2222222222222222,0.0001124611864715766,0.1967213114754098,6.994653894358739e-05,0.1935483870967742,0.0001008737041392048,0.8571428571428571,5.268803639734086e-05,0.2033898305084746,1.362629884331561e-05,0.1967213114754098,1.254858945396572e-05,0.2068965517241379,0.0001940453997627993,0.1967213114754098,8.383950123150836e-06
0.2407407407407407,0.0001492454754846408,0.2131147540983607,7.841049147177105e-05,0.2096774193548387,0.000152000922525261,0.9285714285714285,9.891130145149876e-05,0.2203389830508475,2.07217791628134e-05,0.2131147540983607,1.455300057835546e-05,0.2241379310344828,0.0001778964188114329,0.2131147540983607,1.082282286911819e-05
0.2592592592592592,0.0001948184187283874,0.2295081967213115,0.0001013257119011452,0.2258064516129032,0.0002257640519932497,1,0.0001109631586389688,0.2372881355932203,2.30449735183545e-05,0.2295081967213115,1.384542770285964e-05,0.2413793103448276,0.0002046317356272512,0.2295081967213115,1.271785743530818e-05
0.2777777777777778,0.0002860553988870661,0.2459016393442623,0.0001158878085806327,0.2419354838709677,0.0003456023417960222,NaN,NaN,0.2542372881355932,3.413893759470791e-05,0.2459016393442623,1.551708021838682e-05,0.2586206896551724,0.0001899721542905834,0.2459016393442623,2.277916405658314e-05
0.2962962962962963,0.0003812255265105651,0.2622950819672131,0.0001426392758477399,0.2580645161290323,0.0004447649248588996,NaN,NaN,0.2711864406779661,3.874372888956776e-05,0.2622950819672131,1.658404673002255e-05,0.2758620689655172,0.0002005632365083572,0.2622950819672131,1.874921399378802e-05
0.3148148148148148,0.0005299643994822827,0.278688524590164,0.0001886770083798087,0.2741935483870968,0.0006594480024585132,NaN,NaN,0.288135593220339,6.274933815811091e-05,0.278688524590164,2.197596486844391e-05,0.293103448275862,0.000210908177476434,0.278688524590164,2.298079998910412e-05
0.3333333333333333,0.0005768213937680583,0.2950819672131147,0.0001962444280979885,0.2903225806451613,0.000902170508502332,NaN,NaN,0.3050847457627119,7.376842090146608e-05,0.2950819672131147,2.953993606806553e-05,0.3103448275862069,0.0002205089018115048,0.2950819672131147,2.785044850987913e-05
0.3518518518518519,0.0005669379854736673,0.3114754098360656,0.0002383635120368797,0.3064516129032258,0.0009159600326011049,NaN,NaN,0.3220338983050847,0.0001217441165823133,0.3114754098360656,3.638109458066553e-05,0.3275862068965517,0.0002161701081293136,0.3114754098360656,4.947041589728627e-05
0.3703703703703703,0.0004002143758219506,0.3278688524590164,0.000287634113193278,0.3225806451612903,0.001216630025444841,NaN,NaN,0.3389830508474576,0.0001288123566014449,0.3278688524590164,4.480558116212662e-05,0.3448275862068966,0.0002276500484478047,0.3278688524590164,3.72650947373901e-05
0.3888888888888888,0.0003771437861492313,0.3442622950819672,0.0004072342048539541,0.3387096774193548,0.0011910437740399,NaN,NaN,0.3559322033898305,0.0001883981390341354,0.3442622950819672,4.514938793227175e-05,0.3620689655172414,0.0002336626498259957,0.3442622950819672,4.126487565559546e-05
0.4074074074074074,0.0007622353697509084,0.360655737704918,0.0004559110292652731,0.3548387096774194,0.001412748110085182,NaN,NaN,0.3728813559322034,0.0002112573409751447,0.360655737704918,5.152535853504456e-05,0.3793103448275862,0.0002824893592095704,0.360655737704918,4.060547803540305e-05
0.4259259259259259,0.000584711855143002,0.3770491803278689,0.0006320438610839176,0.3709677419354839,0.001739919779692278,NaN,NaN,0.3898305084745763,0.0003089238181489248,0.3770491803278689,5.346612029127726e-05,0.396551724137931,0.0003303994156434496,0.3770491803278689,4.038953612493103e-05
0.4444444444444444,0.001260710386334509,0.3934426229508197,0.001066758953942857,0.3870967741935484,0.002238176977079482,NaN,NaN,0.4067796610169492,0.0003816566905748744,0.3934426229508197,9.296419090287085e-05,0.4137931034482759,0.0004654885031821112,0.3934426229508197,5.183389610328877e-05
0.4629629629629629,0.0007575128956118749,0.4098360655737705,0.001772250424051018,0.4032258064516129,0.002847899538585238,NaN,NaN,0.423728813559322,0.0006323695685766005,0.4098360655737705,0.0001295215958649414,0.4310344827586207,0.0006235544103606618,0.4098360655737705,6.862857367685127e-05
0.4814814814814815,0.0009457444557012524,0.4262295081967213,0.002510487956840974,0.4193548387096774,0.00401509834819523,NaN,NaN,0.4406779661016949,0.0007600446938071222,0.4262295081967213,0.0002939298092315322,0.4482758620689655,0.0008909798022474053,0.4262295081967213,0.0001333695678465307
0.5,0.0008004189648208996,0.4426229508196722,0.003708083795221781,0.4354838709677419,0.005804763840235113,NaN,NaN,0.4576271186440678,0.0011678923249853,0.4426229508196722,0.0005509398525757486,0.4655172413793103,0.001257176246014145,0.4426229508196722,0.0002174271769906098
0.5185185185185185,0.00160303910180433,0.459016393442623,0.004326774148318275,0.4516129032258064,0.006607267882650734,NaN,NaN,0.4745762711864407,0.001370701334157286,0.459016393442623,0.0008566753122231366,0.4827586206896551,0.001618398164887452,0.459016393442623,0.0005093794474201496
0.537037037037037,0.001104030404281766,0.4754098360655738,0.005544586935962675,0.4677419354838709,0.007735380304367846,NaN,NaN,0.4915254237288136,0.001769588973709454,0.4754098360655738,0.001466256024900686,0.5,0.002103839142731173,0.4754098360655738,0.0008691362338279665
0.5555555555555556,0.001271301305353847,0.4918032786885246,0.00534350859421647,0.4838709677419355,0.00919975128050045,NaN,NaN,0.5084745762711864,0.001971809672224326,0.4918032786885246,0.00147715030827469,0.5172413793103449,0.002697902090617881,0.4918032786885246,0.001610134130348197
0.5740740740740741,0.001320185057592642,0.5081967213114754,0.005526687927074533,0.5,0.01074786490982529,NaN,NaN,0.5254237288135594,0.002256860591627511,0.5081967213114754,0.001976792682843462,0.5344827586206896,0.003358574337938053,0.5081967213114754,0.002551246658256118
0.5925925925925926,0.00132465603136124,0.5245901639344263,0.005113749918137275,0.5161290322580645,0.01275661132981938,NaN,NaN,0.5423728813559322,0.002243134177583274,0.5245901639344263,0.00194993306421013,0.5517241379310345,0.002933060849365257,0.5245901639344263,0.002794627976677154
0.611111111111111,0.001209353769727045,0.5409836065573771,0.004719755896441306,0.532258064516129,0.01402387112624528,NaN,NaN,0.559322033898305,0.002273915589339507,0.5409836065573771,0.002175780985557455,0.5689655172413793,0.0036175106820428,0.5409836065573771,0.003813493655671445
0.6296296296296295,0.001185927171794096,0.5573770491803279,0.004204917460885662,0.5483870967741935,0.01514182003248318,NaN,NaN,0.576271186440678,0.002043595371452735,0.5573770491803279,0.002058348189732939,0.5862068965517241,0.003348574821783344,0.5573770491803279,0.003254700779995566
0.6481481481481481,0.001047902482602922,0.5737704918032788,0.003715157310878011,0.564516129032258,0.01419702634051036,NaN,NaN,0.5932203389830508,0.001923917351349945,0.5737704918032788,0.001880315371902902,0.603448275862069,0.003424580009737067,0.5737704918032788,0.002906263835855104
0.6666666666666666,0.001082432436335602,0.5901639344262295,0.003177743557588594,0.5806451612903225,0.01395939913510077,NaN,NaN,0.6101694915254238,0.001691047945412774,0.5901639344262295,0.001497861451630359,0.6206896551724138,0.002629261150033723,0.5901639344262295,0.003152056948059751
0.6851851851851851,0.001003459624003813,0.6065573770491803,0.002730579483952542,0.5967741935483871,0.01148875728078855,NaN,NaN,0.6271186440677966,0.001599121387372056,0.6065573770491803,0.001377167795921326,0.6379310344827586,0.00274046684996741,0.6065573770491803,0.003110095911645583
0.7037037037037037,0.001090539610135461,0.6229508196721312,0.002387788556670848,0.6129032258064516,0.0106084778002293,NaN,NaN,0.6440677966101694,0.001475768532734506,0.6229508196721312,0.001763420599527372,0.6551724137931034,0.002483867880391698,0.6229508196721312,0.002221303550232573
0.7222222222222222,0.001126922883296585,0.639344262295082,0.002256290194460471,0.6290322580645161,0.009172776318124201,NaN,NaN,0.6610169491525424,0.001368545337972129,0.639344262295082,0.001869643939215133,0.6724137931034483,0.002230219790359294,0.639344262295082,0.001661144686350968
0.7407407407407407,0.001206430218869991,0.6557377049180328,0.002105384469585294,0.6451612903225806,0.006949303411629094,NaN,NaN,0.6779661016949152,0.001256954654376222,0.6557377049180328,0.001772969395193859,0.6896551724137931,0.00190296270963359,0.6557377049180328,0.001114894929949619
0.7592592592592592,0.001126168956304344,0.6721311475409837,0.001889575381616917,0.6612903225806451,0.005590352905225518,NaN,NaN,0.6949152542372882,0.001111817791577772,0.6721311475409837,0.001469830997113884,0.7068965517241379,0.001573205165007564,0.6721311475409837,0.0007014573671659872
0.7777777777777777,0.001099525601411856,0.6885245901639344,0.001287149335084526,0.6774193548387096,0.003846913321121954,NaN,NaN,0.711864406779661,0.0009316184626983728,0.6885245901639344,0.001107487275237473,0.7241379310344828,0.001702832413166713,0.6885245901639344,0.0003713356160945524
0.7962962962962963,0.001102025790387716,0.7049180327868853,0.001051947512762903,0.6935483870967741,0.002865376652126004,NaN,NaN,0.7288135593220338,0.0008045836271447287,0.7049180327868853,0.0007926642172126067,0.7413793103448276,0.001528301568031062,0.7049180327868853,0.0002599796604121316
0.8148148148148148,0.001050518609499997,0.7213114754098361,0.0008285990772568127,0.7096774193548387,0.00196307997348664,NaN,NaN,0.7457627118644068,0.0006019629830825931,0.7213114754098361,0.0005582510341074448,0.7586206896551724,0.001702177198147523,0.7213114754098361,0.0001348426511237804
0.8333333333333333,0.0009573163129321405,0.7377049180327869,0.0008037144802283153,0.7258064516129032,0.001611922512486852,NaN,NaN,0.7627118644067796,0.0005196309444417884,0.7377049180327869,0.0004191854904697974,0.7758620689655172,0.001486031917716322,0.7377049180327869,0.0001527942056606706
0.8518518518518519,0.0008503989756799884,0.7540983606557378,0.0005940007226093109,0.7419354838709677,0.001228061266746574,NaN,NaN,0.7796610169491526,0.0003536326014264667,0.7540983606557378,0.00026913971429099,0.7931034482758621,0.001319234849468195,0.7540983606557378,0.0001092853180324267
0.8703703703703703,0.0007889294387329747,0.7704918032786886,0.00079221083897656,0.7580645161290323,0.0009155908648921669,NaN,NaN,0.7966101694915254,0.0002923698647182345,0.7704918032786886,0.000165723843728466,0.8103448275862069,0.0008943079848831556,0.7704918032786886,0.0001085547707894498
0.8888888888888888,0.0007153298837195991,0.7868852459016393,0.0006637269431593408,0.7741935483870968,0.0006371694096548341,NaN,NaN,0.8135593220338984,0.0001918488681939599,0.7868852459016393,0.0001220940190017945,0.8275862068965517,0.0007436517838675701,0.7868852459016393,8.71782437411003e-05
0.9074074074074073,0.0005521272767743178,0.8032786885245902,0.0006833035892219667,0.7903225806451613,0.0006024782161291869,NaN,NaN,0.8305084745762712,0.0001274157832880025,0.8032786885245902,8.367530448389001e-05,0.8448275862068966,0.0004591923373060499,0.8032786885245902,6.361734052374107e-05
0.9259259259259258,0.0004578703795754853,0.819672131147541,0.000568620844915032,0.8064516129032258,0.0005289860367604035,NaN,NaN,0.847457627118644,9.36452915495884e-05,0.819672131147541,7.542568986917309e-05,0.8620689655172413,0.0003831023841367803,0.819672131147541,5.415311480453894e-05
0.9444444444444444,0.0003737863876069638,0.8360655737704918,0.0005454971972409365,0.8225806451612903,0.0005365905330904174,NaN,NaN,0.864406779661017,7.413882024481195e-05,0.8360655737704918,8.314790074009142e-05,0.8793103448275862,0.000288679545703795,0.8360655737704918,3.092424480763683e-05
0.9629629629629629,0.0003140162660762879,0.8524590163934427,0.0004389554608117997,0.8387096774193548,0.0004758981175604427,NaN,NaN,0.8813559322033898,5.548674694329599e-05,0.8524590163934427,6.032725686655865e-05,0.896551724137931,0.0002128740296708536,0.8524590163934427,2.433539175680571e-05
0.9814814814814814,0.0003122962719225697,0.8688524590163935,0.0003384634528085248,0.8548387096774194,0.0004246970130864456,NaN,NaN,0.8983050847457628,4.763335735350744e-05,0.8688524590163935,8.710097461674323e-05,0.9137931034482758,0.0001679941918261417,0.8688524590163935,1.098100999354001e-05
1,0.000257466451784218,0.8852459016393444,0.0001877781279534179,0.8709677419354839,0.0003077757990528767,NaN,NaN,0.9152542372881356,4.550178170564228e-05,0.8852459016393444,9.694116986951435e-05,0.9310344827586207,9.029953144074426e-05,0.8852459016393444,7.538835238239381e-06
NaN,NaN,0.9016393442622951,0.0001559327780202077,0.8870967741935484,0.0001993044735587891,NaN,NaN,0.9322033898305084,3.296962569111883e-05,0.9016393442622951,6.265052349286732e-05,0.9482758620689655,6.408578554367978e-05,0.9016393442622951,3.632482095920711e-06
NaN,NaN,0.9180327868852459,0.0001016337692619827,0.9032258064516129,8.776664155878193e-05,NaN,NaN,0.9491525423728814,2.72130176218579e-05,0.9180327868852459,4.639372942524342e-05,0.9655172413793103,3.77432062377617e-05,0.9180327868852459,2.985299443332953e-06
NaN,NaN,0.9344262295081968,8.608827908346945e-05,0.9193548387096774,4.596250518017982e-05,NaN,NaN,0.9661016949152542,2.265307832430461e-05,0.9344262295081968,4.02817667831835e-05,0.9827586206896551,2.83753472698719e-05,0.9344262295081968,2.470654080480884e-06
NaN,NaN,0.9508196721311476,6.727159389539296e-05,0.9354838709677419,2.187819618812332e-05,NaN,NaN,0.9830508474576272,1.721160046607129e-05,0.9508196721311476,3.490861827694949e-05,1,2.467627443075703e-05,0.9508196721311476,2.187017885024826e-06
NaN,NaN,0.9672131147540984,5.83131060739324e-05,0.9516129032258064,2.051609166434588e-05,NaN,NaN,1,9.870618544930726e-06,0.9672131147540984,2.953503740285869e-05,NaN,NaN,0.9672131147540984,1.943800963122764e-06
NaN,NaN,0.9836065573770493,4.86954910309409e-05,0.967741935483871,2.773969486080321e-05,NaN,NaN,NaN,NaN,0.9836065573770493,2.501565127281455e-05,NaN,NaN,0.9836065573770493,1.87401883998109e-06
NaN,NaN,1,3.881781048057045e-05,0.9838709677419355,3.162884444621336e-05,NaN,NaN,NaN,NaN,1,2.090913604504328e-05,NaN,NaN,1,1.885843181662993e-06
NaN,NaN,NaN,NaN,1,3.456973568872897e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
